rank,trial_id,split,class,cluster,cluster_majority_class,cluster_mismatch,outlier_score,selected_frame_index,stability_score,pc1,pc2
358,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235104.csv,train,50ml,0,50ml,0,-0.015945,12,22.076237,0.539826,3.164975
359,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232041.csv,train,15ml,3,50ml,1,-0.020475,2,24.192421,-2.785010,5.021573
360,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234639.csv,val,50ml,3,50ml,0,-0.020829,13,23.387148,-2.549559,3.298367
361,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232435.csv,train,15ml,3,50ml,1,-0.028800,4,24.541796,-2.810544,2.829716
362,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235625.csv,train,200ml,0,50ml,1,-0.029492,5,22.199583,-1.405413,11.195224
363,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234627.csv,val,50ml,3,50ml,0,-0.035088,6,22.495951,-2.525276,3.234843
364,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234700.csv,train,50ml,3,50ml,0,-0.037975,20,23.908510,-2.429421,4.025918
365,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235624.csv,train,200ml,0,50ml,1,-0.048450,7,21.799351,-1.392686,11.200808
366,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235115.csv,test,50ml,0,50ml,0,-0.051050,14,22.786272,0.945495,3.267420
367,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234814.csv,train,50ml,0,50ml,0,-0.052706,0,23.169827,-0.903555,6.069037
368,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235626.csv,train,200ml,0,50ml,1,-0.054440,19,22.621906,-1.396740,11.184795
369,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234726.csv,train,50ml,3,50ml,0,-0.062639,19,23.448866,-2.196401,5.442691
370,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234735.csv,val,50ml,3,50ml,0,-0.070265,17,24.005444,-2.254650,5.323743
371,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234723.csv,train,50ml,3,50ml,0,-0.075635,14,22.004568,-2.268028,5.395717
372,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232052.csv,train,15ml,3,50ml,1,-0.076111,10,23.268015,-2.861102,4.982889
373,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235621.csv,train,200ml,0,50ml,1,-0.078832,7,22.896746,-1.394781,11.230790
374,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235628.csv,train,200ml,0,50ml,1,-0.082721,10,21.956921,-1.352156,11.281959
375,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235630.csv,train,200ml,0,50ml,1,-0.087903,17,20.952372,-1.343169,11.131334
376,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231845.csv,train,15ml,2,50ml,1,-0.090030,19,23.728132,-3.854792,-5.552284
377,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234710.csv,train,50ml,3,50ml,0,-0.090167,1,21.551634,-2.496730,4.093864
378,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232044.csv,train,15ml,3,50ml,1,-0.092104,15,22.150427,-2.929889,4.923409
379,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232415.csv,train,15ml,1,15ml,0,-0.092248,22,23.735008,-4.082286,-2.765956
380,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231833.csv,train,15ml,2,50ml,1,-0.101183,10,23.462006,-3.802496,-5.440330
381,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231836.csv,train,15ml,2,50ml,1,-0.110187,19,23.250292,-3.732577,-5.527941
382,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234819.csv,train,50ml,0,50ml,0,-0.111515,15,23.885643,-0.880342,6.078727
383,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230559.csv,train,100ml,0,50ml,1,-0.115261,1,23.136562,-1.045756,9.146404
384,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232407.csv,train,15ml,1,15ml,0,-0.116068,6,22.595781,-4.058722,-2.773196
385,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234728.csv,train,50ml,3,50ml,0,-0.116145,1,23.010252,-2.205067,5.293993
386,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234708.csv,train,50ml,3,50ml,0,-0.117247,11,23.584929,-2.421873,4.055167
387,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232037.csv,train,15ml,3,50ml,1,-0.120743,3,22.480200,-2.831247,4.824045
388,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232409.csv,train,15ml,1,15ml,0,-0.124297,7,24.163363,-4.077816,-2.774372
389,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231837.csv,train,15ml,2,50ml,1,-0.126433,12,23.873430,-3.872857,-5.515390
390,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232401.csv,test,15ml,1,15ml,0,-0.128915,18,23.477417,-3.977559,-2.845826
391,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232434.csv,test,15ml,3,50ml,1,-0.136832,7,24.515347,-2.909361,2.846117
392,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231828.csv,train,15ml,2,50ml,1,-0.145732,12,22.721842,-3.690050,-5.397349
393,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232412.csv,train,15ml,1,15ml,0,-0.149598,17,23.417830,-4.128198,-2.874103
394,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234800.csv,train,50ml,0,50ml,0,-0.152459,4,23.782181,-0.901935,5.976592
395,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235459.csv,val,200ml,2,50ml,1,-0.153312,15,23.906391,-5.491592,-9.847178
396,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232426.csv,train,15ml,3,50ml,1,-0.155067,12,24.703743,-2.849695,2.796177
397,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232405.csv,test,15ml,1,15ml,0,-0.157943,14,23.262014,-4.045193,-2.752000
398,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234731.csv,train,50ml,3,50ml,0,-0.159098,8,23.776617,-2.311297,5.258460
399,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232042.csv,train,15ml,3,50ml,1,-0.160909,11,22.901207,-2.925328,4.958428
400,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234919.csv,test,50ml,0,50ml,0,-0.161809,19,23.629204,1.073686,2.367189
401,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235456.csv,train,200ml,2,50ml,1,-0.162077,18,23.181589,-5.339970,-9.511136
402,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234725.csv,train,50ml,3,50ml,0,-0.163770,18,23.261423,-2.141809,5.384177
403,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232404.csv,val,15ml,1,15ml,0,-0.165197,8,24.472383,-3.974236,-2.775899
404,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232035.csv,train,15ml,3,50ml,1,-0.167721,14,22.948950,-2.778713,4.807673
405,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234825.csv,train,50ml,0,50ml,0,-0.174615,12,23.952908,-0.881744,6.070845
406,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231942.csv,train,15ml,2,50ml,1,-0.175068,5,23.928244,-5.003327,-7.902336
407,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235500.csv,train,200ml,2,50ml,1,-0.175463,19,22.733662,-5.520500,-9.742047
408,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234823.csv,train,50ml,0,50ml,0,-0.177021,5,23.331837,-0.900734,6.018785
409,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231943.csv,train,15ml,2,50ml,1,-0.177368,11,23.836678,-5.080286,-7.927256
410,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232057.csv,train,15ml,3,50ml,1,-0.179592,22,23.553259,-2.883871,5.017982
411,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234930.csv,train,50ml,0,50ml,0,-0.180406,9,23.247667,0.994853,2.357256
412,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232050.csv,val,15ml,3,50ml,1,-0.184535,14,20.903862,-2.821046,4.954374
413,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232039.csv,val,15ml,3,50ml,1,-0.188804,21,23.212650,-2.860569,4.934012
414,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231843.csv,val,15ml,2,50ml,1,-0.189267,19,22.120289,-3.894129,-5.533152
415,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235632.csv,train,200ml,0,50ml,1,-0.197510,11,23.641529,-1.408573,11.094750
416,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232046.csv,train,15ml,3,50ml,1,-0.198041,7,23.917095,-2.825139,4.889159
417,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231838.csv,test,15ml,2,50ml,1,-0.201943,18,24.439125,-3.834874,-5.549351
418,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230557.csv,train,100ml,0,50ml,1,-0.216163,14,22.384150,-1.105364,9.045503
419,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234644.csv,test,50ml,3,50ml,0,-0.220922,21,23.171988,-2.569295,3.393573
420,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232033.csv,train,15ml,3,50ml,1,-0.221288,13,23.158865,-2.746871,4.869343
421,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234729.csv,train,50ml,3,50ml,0,-0.221342,3,23.308456,-2.269345,5.331566
422,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234659.csv,train,50ml,3,50ml,0,-0.226457,6,23.781319,-2.445797,4.080298
423,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232432.csv,test,15ml,3,50ml,1,-0.227048,18,23.639309,-2.845711,2.878759
424,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234704.csv,test,50ml,3,50ml,0,-0.231533,10,23.131374,-2.437213,4.130550
425,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232429.csv,train,15ml,3,50ml,1,-0.237937,2,23.527761,-2.879153,2.799114
426,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230939.csv,train,100ml,3,50ml,1,-0.241247,11,22.811010,-3.238907,0.333805
427,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232431.csv,train,15ml,3,50ml,1,-0.242441,3,23.306431,-2.802705,2.833123
428,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231944.csv,test,15ml,2,50ml,1,-0.255310,7,23.666105,-5.028214,-7.941833
429,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234634.csv,val,50ml,3,50ml,0,-0.257639,12,22.309404,-2.486284,3.344037
430,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234722.csv,train,50ml,3,50ml,0,-0.258313,6,23.559689,-2.290540,5.294040
431,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235458.csv,train,200ml,2,50ml,1,-0.265174,11,23.189425,-5.446544,-9.651187
432,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234717.csv,train,50ml,3,50ml,0,-0.265312,15,22.474249,-2.192680,5.226854
433,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235506.csv,train,200ml,2,50ml,1,-0.269754,22,23.424820,-5.585747,-10.080372
434,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235504.csv,test,200ml,2,50ml,1,-0.273381,4,22.737364,-5.564589,-10.000049
435,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232406.csv,train,15ml,1,15ml,0,-0.280536,12,23.547483,-3.983818,-2.813434
436,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234703.csv,test,50ml,3,50ml,0,-0.283597,15,22.709818,-2.448373,4.113199
437,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232430.csv,train,15ml,3,50ml,1,-0.287629,4,23.097652,-2.862459,2.739135
438,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235507.csv,test,200ml,2,50ml,1,-0.291993,13,23.298830,-5.568357,-10.088697
439,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234706.csv,train,50ml,3,50ml,0,-0.294466,18,22.074390,-2.478148,4.063309
440,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234933.csv,train,50ml,0,50ml,0,-0.296098,9,23.620363,0.998371,2.550826
441,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234720.csv,train,50ml,3,50ml,0,-0.299753,15,22.712383,-2.169536,5.313770
442,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231829.csv,val,15ml,2,50ml,1,-0.300025,12,23.650194,-3.798406,-5.429838
443,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234734.csv,val,50ml,3,50ml,0,-0.303076,18,22.874611,-2.275454,5.327452
444,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230928.csv,train,100ml,3,50ml,1,-0.305131,10,22.086121,-3.173665,0.253772
445,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235452.csv,train,200ml,2,50ml,1,-0.308479,1,21.729881,-5.299297,-9.355649
446,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231834.csv,test,15ml,2,50ml,1,-0.313317,1,24.316360,-3.752691,-5.410763
447,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231948.csv,val,15ml,2,50ml,1,-0.320140,22,23.627956,-5.081658,-8.047359
448,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231937.csv,train,15ml,2,50ml,1,-0.323307,19,22.877346,-5.002454,-7.866777
449,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235503.csv,test,200ml,2,50ml,1,-0.329136,21,22.929514,-5.520332,-9.909345
450,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231826.csv,train,15ml,2,50ml,1,-0.330137,12,22.957520,-3.729240,-5.413143
451,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231832.csv,train,15ml,2,50ml,1,-0.331154,18,19.912132,-3.721670,-5.453671
452,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230938.csv,val,100ml,3,50ml,1,-0.332205,7,22.987478,-3.310705,0.349517
453,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232424.csv,train,15ml,3,50ml,1,-0.344362,9,23.955896,-2.795664,2.891078
454,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232428.csv,train,15ml,3,50ml,1,-0.346629,13,23.466114,-2.844648,2.780565
455,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234940.csv,test,50ml,0,50ml,0,-0.350497,6,23.644129,1.067073,2.606396
456,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231947.csv,test,15ml,2,50ml,1,-0.351060,9,24.064732,-5.110010,-8.067551
457,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234737.csv,train,50ml,3,50ml,0,-0.353304,17,22.874731,-2.327720,5.239135
458,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231841.csv,train,15ml,2,50ml,1,-0.353503,1,23.153891,-3.802207,-5.533688
459,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234638.csv,train,50ml,3,50ml,0,-0.353651,7,22.251469,-2.508562,3.317308
460,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230934.csv,test,100ml,3,50ml,1,-0.358828,8,21.806593,-3.216038,0.380721
461,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234943.csv,train,50ml,0,50ml,0,-0.363281,0,23.775499,0.984741,2.556642
462,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234921.csv,train,50ml,0,50ml,0,-0.367635,23,22.986723,1.056510,2.464540
463,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234635.csv,train,50ml,3,50ml,0,-0.376079,10,22.731142,-2.521352,3.350673
464,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234927.csv,train,50ml,0,50ml,0,-0.377907,15,21.728827,1.016499,2.530666
465,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232512.csv,train,15ml,0,50ml,1,-0.378389,12,23.203381,-1.898268,7.442719
466,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232422.csv,train,15ml,3,50ml,1,-0.383116,6,23.435843,-2.921673,2.749872
467,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231945.csv,test,15ml,2,50ml,1,-0.384290,1,23.707033,-5.092283,-8.008232
468,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235450.csv,train,200ml,2,50ml,1,-0.386694,17,22.588795,-5.223515,-9.211022
469,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235453.csv,train,200ml,2,50ml,1,-0.388085,8,23.415606,-5.360602,-9.535538
470,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234719.csv,train,50ml,3,50ml,0,-0.395455,5,22.381607,-2.242721,5.285826
471,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234918.csv,train,50ml,0,50ml,0,-0.395527,18,21.525095,0.985191,2.384010
472,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232425.csv,train,15ml,3,50ml,1,-0.401796,0,23.607662,-2.840448,2.795510
473,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232508.csv,test,15ml,0,50ml,1,-0.405013,22,23.441933,-1.836461,7.432489
474,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231938.csv,train,15ml,2,50ml,1,-0.411002,22,23.392662,-4.966266,-7.921385
475,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234843.csv,val,50ml,0,50ml,0,-0.412481,2,23.435080,-0.614997,2.066489
